"lon","lat","density"
199.3563,70.1886,16.738863
199.4543,66.7175,21.855923
199.4595,66.5019,21.855923
199.4645,66.2865,21.855923
199.4695,66.0713,21.855923
199.5993,58.6544,21.894983
199.6021,58.4461,21.65085
21.5275,73.252,21.904749
21.5481,73.472,21.904749
21.5693,73.6922,21.904749
21.5911,73.9125,21.904749
21.6135,74.1329,21.904749
21.6366,74.3534,21.904749
21.6603,74.574,21.904749
21.6847,74.7948,21.904749
21.7098,75.0156,21.904749
21.7357,75.2366,21.904749
21.7624,75.4577,21.904749
21.7899,75.6789,21.904749
21.8183,75.9001,21.904749
21.8476,76.1215,21.904749
21.8779,76.343,21.904749
21.9091,76.5646,21.904749
21.9415,76.7863,21.904749
21.9749,77.008,21.904749
22.0095,77.2299,21.904749
22.0454,77.4519,21.68991
22.0826,77.6739,21.904749
22.1611,78.1183,21.904749
22.2026,78.3406,21.904749
22.2457,78.563,21.728971
22.2906,78.7854,21.855923
22.3373,79.008,21.894983
22.3859,79.2306,21.904749
22.4366,79.4533,21.904749
22.5448,79.8989,21.709442
22.6026,80.1218,21.855923
22.663,80.3448,21.855923
22.7263,80.5678,21.855923
22.7927,80.7909,21.855923
22.8624,81.014,21.855923
22.9357,81.2372,21.904749
23.0128,81.4605,19.668476
23.0941,81.6838,18.486866
23.1798,81.9071,10.752685
23.2705,82.1305,5.127825
23.3665,82.3539,3.3895872
23.4682,82.5774,3.3895872
23.5763,82.8009,3.3895872
23.6914,83.0244,3.3895872
23.8141,83.2479,3.3895872
23.9452,83.4715,3.3895872
24.0856,83.6951,3.3895872
24.2364,83.9187,3.3895872
24.3987,84.1422,3.3895872
24.5739,84.3658,3.3895872
24.7636,84.5894,3.3895872
24.9697,84.8129,3.3895872
25.1944,85.0364,3.3895872
25.4403,85.2599,3.3895872
25.7106,85.4833,3.3895872
26.009,85.7066,3.3895872
26.3402,85.9299,3.3895872
26.7098,86.153,3.3895872
27.125,86.3759,3.3895872
27.5946,86.5987,3.3895872
28.1301,86.8212,3.3895872
28.7462,87.0435,3.3895872
29.4623,87.2653,3.3895872
30.3048,87.4867,3.3895872
31.3099,87.7075,3.3895872
32.5288,87.9274,3.3895872
34.0362,88.1462,3.3895872
35.9454,88.3633,3.3895872
38.4349,88.5781,3.3895872
41.8014,88.7893,3.3895872
46.565,88.9946,3.3895872
53.6901,89.1894,3.3895872
65,89.3641,3.3895872
83.4349,89.4973,3.3895872
110,89.5503,3.3895872
136.565,89.4973,3.3895872
155,89.3641,5.89929
166.3099,89.1894,5.89929
173.435,88.9946,5.89929
178.1986,88.7893,5.89929
181.565,88.5781,5.89929
184.0546,88.3633,3.3895872
185.9638,88.1462,3.3895872
187.4712,87.9274,3.3895872
188.6901,87.7075,3.3895872
189.6952,87.4867,3.3895872
190.5377,87.2653,3.3895872
191.2538,87.0435,3.3895872
191.8699,86.8212,3.3895872
192.4054,86.5987,3.3895872
192.875,86.3759,3.3895872
193.2902,86.153,3.3895872
193.6598,85.9299,3.3895872
193.991,85.7066,3.3895872
194.2894,85.4833,3.3895872
194.5597,85.2599,3.3895872
194.8056,85.0364,3.3895872
195.0303,84.8129,3.3895872
195.2363,84.5894,3.3895872
195.4261,84.3658,3.3895872
195.6013,84.1422,3.3895872
195.7636,83.9187,3.3895872
195.9144,83.6951,3.3895872
196.0548,83.4715,3.3895872
196.1859,83.2479,3.3895872
196.3086,83.0244,3.3895872
196.4237,82.8009,3.3895872
196.5318,82.5774,3.3895872
196.6335,82.3539,4.5028405
196.7295,82.1305,6.993013
196.8202,81.9071,6.993013
196.9059,81.6838,6.993013
196.9872,81.4605,6.993013
197.0643,81.2372,6.993013
197.1376,81.014,6.993013
197.2073,80.7909,6.993013
197.2737,80.5678,9.268347
197.337,80.3448,9.268347
197.3974,80.1218,9.268347
197.4552,79.8989,9.268347
197.5105,79.6761,9.268347
197.5634,79.4533,14.453764
197.614,79.2306,14.453764
197.6627,79.008,14.453764
197.7094,78.7854,14.453764
197.7543,78.563,14.453764
197.7974,78.3406,14.453764
197.8389,78.1183,14.453764
197.8789,77.896,14.453764
197.9174,77.6739,14.453764
197.9546,77.4519,14.453764
197.9904,77.2299,14.453764
198.0251,77.008,14.453764
198.0585,76.7863,14.453764
198.0909,76.5646,14.453764
198.1221,76.343,14.453764
198.1524,76.1215,14.453764
198.1817,75.9001,14.453764
198.2101,75.6789,14.453764
198.2376,75.4577,14.453764
198.2643,75.2366,14.453764
198.2902,75.0156,14.453764
198.3153,74.7948,14.453764
198.3397,74.574,14.453764
198.3634,74.3534,10.694092
198.3865,74.1329,10.694092
198.4089,73.9125,10.694092
198.4306,73.6922,10.694092
198.4518,73.472,8.438289
198.4725,73.252,8.438289
198.4926,73.0321,8.438289
198.5121,72.8123,8.438289
198.5312,72.5926,8.438289
198.5498,72.3731,8.438289
198.5679,72.1536,8.438289
198.5856,71.9344,8.438289
198.6028,71.7152,8.438289
198.6196,71.4962,10.10817
198.6361,71.2773,7.666824
198.6521,71.0585,15.24476
198.6678,70.8399,15.24476
198.6831,70.6215,15.24476
198.6981,70.4031,20.605953
198.7127,70.1849,11.94406
198.9088,66.7144,21.855923
198.9191,66.4989,21.855923
198.9292,66.2835,18.848185
198.9391,66.0683,21.855923
199.0037,64.5666,21.855923
199.0371,63.7125,21.865688
199.1931,58.8607,21.865688
199.1987,58.6522,21.621553
199.2043,58.4439,21.621553
21.5074,64.7759,21.855923
21.5208,64.99,21.855923
21.5343,65.2043,21.855923
21.5481,65.4188,21.855923
21.9525,70.3969,21.855923
22.2605,73.0248,21.904749
22.2906,73.2447,21.904749
22.3215,73.4646,21.904749
22.3533,73.6847,21.904749
22.3859,73.9048,21.904749
22.4195,74.1251,21.904749
22.454,74.3455,21.904749
22.4895,74.5661,21.904749
22.5261,74.7867,21.904749
22.5638,75.0074,21.904749
22.6026,75.2282,21.904749
22.6425,75.4492,21.904749
22.6838,75.6702,21.904749
22.7263,75.8914,21.904749
22.7702,76.1126,21.904749
22.8156,76.3339,21.904749
22.8624,76.5554,21.904749
22.9108,76.7769,21.904749
22.9609,76.9985,21.904749
23.0128,77.2202,21.904749
23.0665,77.442,21.68991
23.1221,77.6638,21.728971
23.1798,77.8858,21.728971
23.2397,78.1078,21.855923
23.3019,78.3299,21.855923
23.3665,78.5521,21.221172
23.4336,78.7743,20.830557
23.5035,78.9966,21.709442
23.5763,79.219,21.904749
23.6522,79.4415,21.728971
23.9005,80.1091,21.855923
23.9909,80.3318,21.855923
24.0856,80.5545,21.328592
24.1849,80.7773,21.855923
24.2891,81.0001,21.855923
24.3987,81.2229,21.855923
24.514,81.4458,19.668476
24.6355,81.6687,21.904749
24.7636,81.8916,10.752685
24.8991,82.1146,21.309061
25.0424,82.3375,10.752685
25.1944,82.5605,3.3895872
25.3558,82.7834,3.3895872
25.5275,83.0064,3.3895872
25.7106,83.2293,3.3895872
25.9061,83.4523,3.3895872
26.1155,83.6751,3.3895872
26.3402,83.898,3.3895872
26.5819,84.1208,3.3895872
26.8428,84.3435,3.3895872
27.125,84.5662,3.3895872
27.4314,84.7887,3.3895872
27.7652,85.0111,3.3895872
28.1301,85.2334,3.3895872
28.5308,85.4555,3.3895872
28.9726,85.6774,3.3895872
29.4623,85.899,3.3895872
30.008,86.1203,3.3895872
30.6196,86.3413,3.3895872
31.3099,86.5618,3.3895872
32.0948,86.7818,3.3895872
32.9946,87.0011,3.3895872
34.0362,87.2195,3.3895872
35.2551,87.437,3.3895872
36.6992,87.653,3.3895872
38.4349,87.8673,3.3895872
40.556,88.0792,3.3895872
43.1986,88.2879,3.3895872
46.565,88.4919,3.3895872
50.9638,88.6891,3.3895872
56.8699,88.8759,3.3895872
65,89.0462,3.3895872
76.3099,89.1894,3.3895872
91.565,89.289,3.3895872
110,89.3255,3.3895872
128.435,89.289,3.3895872
143.6901,89.1894,5.89929
155,89.0462,3.3895872
163.1301,88.8759,5.89929
169.0362,88.6891,3.3895872
173.435,88.4919,3.3895872
176.8014,88.2879,3.3895872
179.444,88.0792,3.3895872
181.565,87.8673,3.3895872
183.3008,87.653,3.3895872
184.7449,87.437,3.3895872
185.9638,87.2195,3.3895872
187.0054,87.0011,3.3895872
187.9052,86.7818,3.3895872
188.6901,86.5618,3.3895872
189.3803,86.3413,3.3895872
189.992,86.1203,3.3895872
190.5377,85.899,3.3895872
191.0274,85.6774,3.3895872
191.4692,85.4555,3.3895872
191.8699,85.2334,3.3895872
192.2348,85.0111,3.3895872
192.5686,84.7887,3.3895872
192.875,84.5662,3.3895872
193.1572,84.3435,3.3895872
193.4181,84.1208,3.3895872
193.6598,83.898,3.3895872
193.8845,83.6751,3.3895872
194.0939,83.4523,3.3895872
194.2894,83.2293,3.3895872
194.4725,83.0064,3.3895872
194.6442,82.7834,3.3895872
194.8056,82.5605,3.3895872
194.9575,82.3375,6.993013
195.1009,82.1146,6.993013
195.2363,81.8916,6.993013
195.3645,81.6687,6.993013
195.486,81.4458,6.993013
195.6013,81.2229,6.993013
195.7109,81.0001,6.993013
195.8151,80.7773,6.993013
195.9144,80.5545,6.993013
196.0091,80.3318,9.268347
196.0995,80.1091,9.268347
196.1859,79.8865,9.268347
196.2686,79.6639,9.268347
196.3478,79.4415,14.453764
196.4237,79.219,14.453764
196.4965,78.9966,14.453764
196.5664,78.7743,14.453764
196.6335,78.5521,14.453764
196.6981,78.3299,14.453764
196.7603,78.1078,14.453764
196.8202,77.8858,14.453764
196.8779,77.6638,14.453764
196.9335,77.442,14.453764
196.9872,77.2202,14.453764
197.0391,76.9985,14.453764
197.0892,76.7769,14.453764
197.1376,76.5554,14.453764
197.1844,76.3339,14.453764
197.2298,76.1126,14.453764
197.2737,75.8914,14.453764
197.3162,75.6702,14.453764
197.3575,75.4492,14.453764
197.3974,75.2282,14.453764
197.4362,75.0074,14.453764
197.4739,74.7867,14.453764
197.5105,74.5661,10.694092
197.546,74.3455,10.694092
197.5805,74.1251,10.694092
197.614,73.9048,10.694092
197.6467,73.6847,8.438289
197.6785,73.4646,8.438289
197.7094,73.2447,8.438289
197.7395,73.0248,8.438289
197.7688,72.8051,8.438289
197.7974,72.5856,8.438289
197.8253,72.3661,8.438289
197.8524,72.1468,8.438289
197.8789,71.9276,8.438289
197.9047,71.7085,8.438289
197.93,71.4896,10.10817
197.9546,71.2708,7.666824
197.9786,71.0521,7.666824
198.0021,70.8336,15.24476
198.0251,70.6152,20.605953
198.0475,70.3969,20.605953
198.0694,70.1788,20.605953
198.3477,66.9249,21.855923
198.3634,66.7093,21.855923
198.3789,66.4938,21.855923
198.394,66.2785,21.855923
198.4089,66.0633,18.848185
198.5057,64.562,19.043493
198.5185,64.3482,19.043493
198.5312,64.1346,21.855923
198.5436,63.9212,21.680145
198.5559,63.708,21.680145
198.5679,63.4949,21.680145
198.7982,58.6486,21.621553
198.8065,58.4403,21.621553
22.6026,70.3882,21.855923
22.9357,72.5757,21.904749
22.9737,72.7952,21.904749
23.0128,73.0147,21.904749
23.0529,73.2344,21.904749
23.0941,73.4542,21.904749
23.1364,73.6741,21.904749
23.1798,73.8941,21.904749
23.2245,74.1143,21.904749
23.2705,74.3345,21.904749
23.3178,74.5549,21.904749
23.3665,74.7753,21.904749
23.4166,74.9959,21.904749
23.4682,75.2165,21.904749
23.5214,75.4373,21.904749
23.5763,75.6581,21.904749
23.6329,75.8791,21.904749
23.6914,76.1001,21.904749
23.7517,76.3212,21.904749
23.8141,76.5424,21.904749
23.8785,76.7637,21.904749
23.9452,76.9851,21.904749
24.0142,77.2066,21.904749
24.0856,77.4281,21.904749
24.2364,77.8714,21.846157
24.316,78.0931,21.904749
24.3987,78.3149,21.191877
24.4846,78.5368,21.709442
24.5739,78.7588,21.709442
24.6669,78.9808,21.904749
24.7636,79.2028,21.904749
24.8645,79.4249,21.904749
25.3145,80.3137,21.855923
25.4403,80.536,21.328592
25.5722,80.7583,21.855923
25.7106,80.9806,21.855923
25.856,81.2029,21.855923
26.009,81.4253,19.668476
26.1702,81.6476,10.371835
26.3402,81.87,9.717554
26.5198,82.0923,10.371835
26.7098,82.3146,10.752685
26.9112,82.5369,3.3895872
27.125,82.7591,3.3895872
27.3524,82.9813,3.3895872
27.5946,83.2034,3.3895872
27.8533,83.4254,3.3895872
28.1301,83.6473,3.3895872
28.427,83.8692,3.3895872
28.7462,84.0909,3.3895872
29.0903,84.3124,3.3895872
29.4623,84.5338,3.3895872
29.8658,84.7549,3.3895872
30.3048,84.9759,3.3895872
30.7843,85.1965,3.3895872
31.3099,85.4168,3.3895872
31.8887,85.6367,3.3895872
32.5288,85.8561,3.3895872
33.2405,86.075,3.3895872
34.0362,86.2933,3.3895872
34.9314,86.5108,3.3895872
35.9454,86.7273,3.3895872
37.1027,86.9427,3.3895872
38.4349,87.1567,3.3895872
39.9831,87.3689,3.3895872
41.8014,87.5789,3.3895872
43.9625,87.7859,3.3895872
46.565,87.9893,3.3895872
49.7449,88.1875,3.3895872
53.6901,88.3788,3.3895872
58.6598,88.5605,3.3895872
65,88.7282,3.3895872
73.1301,88.8759,3.3895872
83.4349,88.9946,3.3895872
95.9638,89.073,3.3895872
110,89.1007,3.3895872
124.0362,89.073,3.3895872
136.565,88.9946,3.3895872
146.8699,88.8759,3.3895872
155,88.7282,3.3895872
161.3402,88.5605,3.3895872
166.3099,88.3788,3.3895872
170.2551,88.1875,3.3895872
173.435,87.9893,3.3895872
176.0375,87.7859,3.3895872
178.1986,87.5789,3.3895872
180.0169,87.3689,3.3895872
181.565,87.1567,3.3895872
182.8973,86.9427,3.3895872
184.0546,86.7273,3.3895872
185.0686,86.5108,3.3895872
185.9638,86.2933,3.3895872
186.7595,86.075,3.3895872
187.4712,85.8561,3.3895872
188.1113,85.6367,3.3895872
188.6901,85.4168,3.3895872
189.2157,85.1965,3.3895872
189.6952,84.9759,3.3895872
190.1342,84.7549,3.3895872
190.5377,84.5338,3.3895872
190.9097,84.3124,3.3895872
191.2538,84.0909,3.3895872
191.573,83.8692,3.3895872
191.8699,83.6473,3.3895872
192.1467,83.4254,3.3895872
192.4054,83.2034,3.3895872
192.6476,82.9813,3.3895872
192.875,82.7591,3.3895872
193.0888,82.5369,4.5028405
193.2902,82.3146,6.993013
193.4802,82.0923,6.993013
193.6598,81.87,6.993013
193.8298,81.6476,6.993013
193.991,81.4253,6.993013
194.144,81.2029,6.993013
194.2894,80.9806,6.993013
194.4278,80.7583,6.993013
194.5597,80.536,6.993013
194.6855,80.3137,6.993013
194.8056,80.0914,6.993013
194.9204,79.8692,9.268347
195.0303,79.647,9.268347
195.1355,79.4249,14.453764
195.2363,79.2028,14.453764
195.3331,78.9808,14.453764
195.4261,78.7588,14.453764
195.5154,78.5368,14.453764
195.6013,78.3149,14.453764
195.684,78.0931,14.453764
195.7636,77.8714,14.453764
195.8404,77.6497,14.453764
195.9144,77.4281,14.453764
195.9858,77.2066,14.453764
196.0548,76.9851,14.453764
196.1215,76.7637,14.453764
196.1859,76.5424,14.453764
196.2483,76.3212,14.453764
196.3086,76.1001,14.453764
196.3671,75.8791,14.453764
196.4237,75.6581,14.453764
196.4785,75.4373,14.453764
196.5318,75.2165,14.453764
196.5834,74.9959,14.453764
196.6335,74.7753,10.694092
196.6822,74.5549,10.694092
196.7295,74.3345,10.694092
196.7755,74.1143,10.694092
196.8202,73.8941,8.438289
196.8636,73.6741,8.438289
196.9059,73.4542,8.438289
196.9471,73.2344,8.438289
196.9872,73.0147,8.438289
197.0263,72.7952,8.438289
197.0643,72.5757,8.438289
197.1014,72.3564,8.438289
197.1376,72.1372,8.438289
197.1729,71.9181,8.438289
197.2073,71.6992,8.438289
197.2409,71.4804,10.10817
197.2737,71.2617,7.666824
197.3057,71.0431,7.666824
197.337,70.8247,15.24476
197.3676,70.6064,15.24476
197.3974,70.3882,20.605953
197.4266,70.1702,20.605953
197.4552,69.9524,21.855923
197.776,67.1334,21.855923
197.7974,66.9177,21.855923
197.8184,66.7021,21.855923
197.8389,66.4867,21.855923
197.8591,66.2714,18.848185
197.8789,66.0563,18.848185
198.0079,64.5555,21.855923
198.0251,64.3418,20.566893
198.0419,64.1282,20.566893
198.0585,63.9149,20.566893
198.0748,63.7017,21.680145
198.0909,63.4887,21.680145
198.3978,58.6435,21.865688
198.4089,58.4353,21.621553
22.5791,65.4034,21.680145
22.6026,65.6179,21.27
22.6264,65.8325,21.855923
23.6215,72.3439,21.904749
23.6678,72.5631,21.904749
23.7153,72.7823,21.904749
23.764,73.0017,21.904749
23.8141,73.2212,21.904749
23.8655,73.4408,21.904749
23.9182,73.6606,21.904749
23.9725,73.8804,21.904749
24.0283,74.1003,21.904749
24.0856,74.3204,21.904749
24.1446,74.5405,21.904749
24.2054,74.7607,21.904749
24.2679,74.9811,21.904749
24.3323,75.2015,21.904749
24.3987,75.422,21.904749
24.4672,75.6426,21.904749
24.5378,75.8633,21.904749
24.6106,76.0841,21.904749
24.6859,76.3049,21.904749
24.7636,76.5259,21.904749
24.844,76.7469,21.904749
24.9271,76.9679,21.904749
25.0131,77.1891,21.904749
25.1022,77.4103,21.904749
25.1944,77.6316,21.68991
25.2901,77.8529,20.742668
25.3893,78.0743,21.553196
25.4923,78.2958,21.904749
25.5993,78.5173,21.904749
25.7106,78.7388,21.904749
25.8263,78.9604,21.904749
25.9469,79.182,21.279764
26.0725,79.4036,21.904749
26.2034,79.6253,21.855923
26.4831,80.0687,21.855923
26.6325,80.2905,21.855923
26.789,80.5122,21.43601
26.953,80.7339,21.43601
27.125,80.9556,21.855923
27.3058,81.1773,21.855923
27.4958,81.399,19.668476
27.696,81.6206,9.434358
27.9072,81.8422,9.717554
28.1301,82.0638,21.309061
28.3659,82.2852,21.309061
28.6156,82.5066,3.3895872
28.8806,82.7279,3.3895872
29.1623,82.9491,3.3895872
29.4623,83.1702,3.3895872
29.7824,83.3911,3.3895872
30.1247,83.6118,3.3895872
30.4915,83.8323,3.3895872
30.8855,84.0527,3.3895872
31.3099,84.2727,3.3895872
31.7683,84.4925,3.3895872
32.2648,84.7119,3.3895872
32.8043,84.9309,3.3895872
33.3925,85.1495,3.3895872
34.0362,85.3675,3.3895872
34.7436,85.585,3.3895872
35.5241,85.8017,3.3895872
36.3895,86.0176,3.3895872
37.354,86.2325,3.3895872
38.4349,86.4463,3.3895872
39.6538,86.6586,3.3895872
41.0375,86.8693,3.3895872
42.6199,87.0778,3.3895872
44.4439,87.2839,3.3895872
46.565,87.4867,3.3895872
49.0546,87.6855,3.3895872
52.0054,87.8792,3.3895872
55.5377,88.0661,3.3895872
59.8056,88.2442,3.3895872
65,88.4103,3.3895872
71.3402,88.5605,3.3895872
79.0362,88.6891,3.3895872
88.1986,88.7893,3.3895872
98.6901,88.8536,3.3895872
110,88.8759,3.3895872
121.3099,88.8536,3.3895872
131.8014,88.7893,3.3895872
140.9638,88.6891,3.3895872
148.6598,88.5605,3.3895872
155,88.4103,3.3895872
160.1944,88.2442,3.3895872
164.4623,88.0661,3.3895872
167.9946,87.8792,3.3895872
170.9454,87.6855,3.3895872
173.435,87.4867,3.3895872
175.556,87.2839,3.3895872
177.3801,87.0778,3.3895872
178.9625,86.8693,3.3895872
180.3462,86.6586,3.3895872
181.565,86.4463,3.3895872
182.646,86.2325,3.3895872
183.6105,86.0176,3.3895872
184.4759,85.8017,3.3895872
185.2564,85.585,3.3895872
185.9638,85.3675,3.3895872
186.6075,85.1495,3.3895872
187.1957,84.9309,3.3895872
187.7352,84.7119,3.3895872
188.2317,84.4925,3.3895872
188.6901,84.2727,3.3895872
189.1145,84.0527,3.3895872
189.5085,83.8323,3.3895872
189.8753,83.6118,3.3895872
190.2176,83.3911,3.3895872
190.5377,83.1702,3.3895872
190.8376,82.9491,3.3895872
191.1193,82.7279,3.3895872
191.3844,82.5066,6.993013
191.6341,82.2852,6.993013
191.8699,82.0638,6.993013
192.0928,81.8422,6.993013
192.304,81.6206,6.993013
192.5041,81.399,6.993013
192.6942,81.1773,6.993013
192.875,80.9556,6.993013
193.047,80.7339,6.993013
193.211,80.5122,6.993013
193.3675,80.2905,6.993013
193.5169,80.0687,8.438289
193.6598,79.847,10.694092
193.7965,79.6253,8.438289
193.9276,79.4036,10.694092
194.0531,79.182,10.694092
194.1737,78.9604,10.694092
194.2894,78.7388,10.694092
194.4007,78.5173,14.453764
194.5077,78.2958,14.453764
194.6107,78.0743,14.453764
194.7099,77.8529,14.453764
194.8056,77.6316,14.453764
194.8978,77.4103,14.453764
194.9869,77.1891,14.453764
195.0729,76.9679,14.453764
195.156,76.7469,14.453764
195.2363,76.5259,14.453764
195.3141,76.3049,14.453764
195.3893,76.0841,14.453764
195.4622,75.8633,14.453764
195.5328,75.6426,10.694092
195.6013,75.422,10.694092
195.6677,75.2015,10.694092
195.7321,74.9811,14.453764
195.7946,74.7607,14.453764
195.8554,74.5405,10.694092
195.9144,74.3204,10.694092
195.9717,74.1003,10.694092
196.0275,73.8804,8.438289
196.0818,73.6606,8.438289
196.1346,73.4408,8.438289
196.1859,73.2212,8.438289
196.236,73.0017,8.438289
196.2847,72.7823,8.438289
196.3322,72.5631,8.438289
196.3785,72.3439,8.438289
196.4237,72.1249,8.438289
196.4677,71.906,8.438289
196.5107,71.6872,8.438289
196.5526,71.4685,10.10817
196.5936,71.25,7.666824
196.6335,71.0315,7.666824
196.6726,70.8133,7.666824
196.7108,70.5951,15.24476
196.7481,70.3771,20.605953
196.7845,70.1592,20.605953
196.8202,69.9415,20.605953
196.8551,69.7239,17.813055
196.8892,69.5064,17.813055
196.9225,69.2891,20.605953
197.2208,67.124,21.855923
197.2475,66.9084,21.855923
197.2737,66.6929,18.848185
197.2994,66.4775,21.855923
197.3246,66.2624,21.67038
197.3493,66.0474,19.688007
197.5319,64.3335,21.680145
197.553,64.12,20.566893
197.5737,63.9067,20.566893
197.594,63.6936,20.566893
197.614,63.4807,20.566893
197.9399,59.4717,21.865688
197.9546,59.2627,21.865688
197.9691,59.0539,21.865688
197.9834,58.8453,21.865688
197.9975,58.6369,21.904749
198.0114,58.4288,21.904749
23.0941,65.3927,21.27
23.1221,65.6071,21.680145
23.9452,70.5813,21.855923
24.0377,71.0174,21.855923
24.2891,72.1098,21.904749
24.3432,72.3287,21.904749
24.3987,72.5476,21.904749
24.4556,72.7667,21.904749
24.514,72.9859,21.904749
24.5739,73.2051,21.904749
24.6355,73.4245,21.904749
24.6987,73.644,21.904749
24.7636,73.8636,21.904749
24.8304,74.0833,21.904749
24.8991,74.3031,21.904749
24.9697,74.523,21.904749
25.0424,74.7429,21.904749
25.1173,74.963,21.904749
25.1944,75.1831,21.904749
25.2739,75.4034,21.904749
25.3558,75.6237,21.904749
25.4403,75.844,21.904749
25.5275,76.0645,21.904749
